rating,name,area,cuisine_type,price,cuisine_region,address
"                    -
                ",Kalimantan Bar & Restaurant ,Sanur,Casual Dining,"                        Rp300.000 
                                    
        ","  Kafe, Meksiko, Barat, Bali, Indonesia"," Jl. Pantai Sindhu No. 11, Sanur, Bali"
"                    -
                ",Eight Restaurant - Lv8 Resort Hotel ,"Lv8 Resort Hotel, Canggu",,"                        Rp500.000 
                                    
        ",Masakan: Mediterania," Lv8 Resort Hotel, Jl. Discovery, Canggu, Bali"
"                    -
                ",Yamato ,Sanur,Casual Dining,"                        Rp400.000 
                                    
        ",  Jepang," Jl. By Pass Ngurah Rai No. 101 X, Sanur, Bali"
"                    -
                ",Splash Bar - Puri Nusa Dua ,"Puri Nusa Dua, Nusa Dua",Casual Dining,"                        Rp250.000 
                                    
        ",  Cemilan," Puri Nusa Dua, Jl. Raya Nusa Dua Selatan, Nusa Dua, Bali"
"                    -
                ",Nangka Restaurant - Ida Hotel ,Kuta,Casual Dining,"                        Rp200.000 
                                    
        ","  Bali, Indonesia, Itali, Makanan Cepat Saji, Barat"," Ida Hotel, Jl. Khayangan Suci, Kuta, Bali"
"                    -
                ",All Spice - The Royal Santrian ,Tanjung Benoa,Casual Dining,"                        Rp350.000 
                                    
        ","  Asia, Barat, Jepang"," The Royal Santrian, Jl. Pratama, Tanjung Benoa, Bali"
"                    -
                ",T-Lounge - Swiss-Bel-Hotel Segara ,"Swiss-Bel-Hotel Segara, Nusa Dua",Casual Dining,"                        Rp450.000 
                                    
        ","  Barat, Indonesia"," Swiss-Bel-Hotel Segara, Jl. Pura Segara, Nusa Dua, Bali"
"                    -
                ",Agung Trisna Warung ,Ubud,Quick Bites,"                        Rp150.000 
                                    
        ","  Asia, Eropa, Barat"," Jl. Monkey Forest, Ubud, Bali"
"                    -
                ",Taman Gita Terrace - InterContinental... ,"InterContinental Bali Resort, Jimbaran",,"                        Rp450.000 
                                    
        ","Masakan: Indonesia, Asia, Barat"," InterContinental Bali Resort, Jl. Uluwatu No. 45..."
"                    -
                ",Warung Sembilan ,Nusa Dua,Casual Dining,"                        Rp300.000 
                                    
        ","  Cina, Hidangan Laut"," Pantai Pandawa, Jl. Melasti No. 100, Nusa Dua, Bali"
"                    -
                ",Azure - Conrad ,"Conrad, Tanjung Benoa",Casual Dining,"                        Rp250.000 
                                    
        ",  Cemilan," Conrad, Jl. Pratama No. 168, Tanjung Benoa, Bali"
"                    -
                ",Surfer's Corner - Ayodya Resort Bali ,"Ayodya Resort Bali, Nusa Dua",Casual Dining,"                        Rp250.000 
                                    
        ",  Cemilan," Ayodya Resort Bali, BTDC Area, Jl. Pantai Mengiat..."
"                    -
                ",The Heart of Bali ,Tanjung Benoa,Casual Dining,"                        Rp350.000 
                                    
        ","  Barat, Bali, Asia"," Jl. Pratama No. 63, Tanjung Benoa, Bali"
"                    -
                ",Beras Merah Waroeng & Bar ,Tuban,Quick Bites,"                        Rp200.000 
                                    
        ","  Barat, Indonesia"," Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",Green House - Pertiwi Resort & Spa ,Ubud,Casual Dining,"                        Rp250.000 
                                    
        ","  Indonesia, Eropa, Barat"," Pertiwi Resort & Spa, Jl. Monkey Forest, Ubud, Bali"
"                    -
                ",Gallery Coffee ,Sanur,Casual Dining,"                        Rp120.000 
                                    
        ",  Kafe," Jl. By Pass Ngurah Rai No. 278, Sanur, Bali"
"                    -
                ",The Square - Novotel Bali Nusa Dua ,"Novotel Bali Nusa Dua, Nusa Dua",Casual Dining,"                        Rp400.000 
                                    
        ","  Bali, Barat, Asia"," Novotel Bali Nusa Dua, Jl. Pantai Mengiat, Nusa Dua, Bali"
"                    -
                ",Apa Kabar ,Sanur,Quick Bites,"                        Rp300.000 
                                    
        ","  Indonesia, Cina"," Jl. Danau Tamblingan No. 190, Sanur, Bali"
"                    -
                ",Warung Mbok Limbok ,"Krisna Wisata Kuliner, Tuban",Casual Dining,"                        Rp230.000 
                                    
        ",  Jawa," Krisna Wisata Kuliner, Jl. Raya Tuban, Tuban, Bali"
"                    -
                ",Fukutaro - Legian Paradiso Hotel ,"Legian Paradiso Hotel, Legian",Casual Dining,"                        Rp350.000 
                                    
        ",  Jepang," Legian Paradiso Hotel, Jl. Legian No. 118, Legian, Bali"
"                    -
                ",Werdhapura ,Sanur,Casual Dining,"                        Rp250.000 
                                    
        ","  Barat, Indonesia"," Jl. Danau Tamblingan No. 49, Sanur, Bali"
"                    -
                ",Rancak Bana ,Kuta,Quick Bites,"                        Rp70.000 
                                    
        ",  Padang," Jl. Bunisari, Kuta, Bali"
"                    -
                ",Sushi!Kiosk ,"Mal Bali Galleria, Kuta",Casual Dining,"                        Rp200.000 
                                    
        ","  Sushi, Jepang"," Mal Bali Galleria, Lantai 1, Jl. By Pass Ngurah Rai..."
"                    -
                ",Facebar ,Seminyak,Bar,"                        Rp230.000 
                                    
        ","  Hanya Minuman, Cemilan"," Jl. Camplung Tanduk, Seminyak, Bali"
"                    -
                ",Rumah Warna ,Jimbaran,Kafe,"                        Rp120.000 
                                    
        ",  Kafe," Jl. Pantai No. 9, Jimbaran, Bali"
"                    -
                ",Rosetta ,Sanur,Kafe,"                        Rp150.000 
                                    
        ",  Kafe," Jl. Pantai Sindhu, Sanur, Bali"
"                    -
                ",Fajar Restaurant ,Kuta,Quick Bites,"                        Rp100.000 
                                    
        ","  Barat, Indonesia"," Jl. Popies, Kuta, Bali"
"                    -
                ",Anjani - Grand Whiz Hotel ,"Grand Whiz Hotel, Nusa Dua",Casual Dining,"                        Rp420.000 
                                    
        ","  Barat, Indonesia"," Grand Whiz Hotel, BTDC Area, Nusa Dua, Bali"
"                    -
                ",Wedang Jahe - Nusa Dua Beach Hotel & Spa ,"Nusa Dua Beach Hotel & Spa, Nusa Dua",Casual Dining,"                        Rp350.000 
                                    
        ","  Barat, Bali, Indonesia"," Nusa Dua Beach Hotel & Spa, BTDC Area, Nusa Dua, Bali"
"                    -
                ",Masakan Batam 88 ,"Food Court Udayana, Kuta",Quick Bites,"                        Rp250.000 
                                    
        ","  Hidangan Laut, Indonesia"," Food Court Udayana, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",The Deli - The Padma Resort ,"The Padma Resort, Legian",Bakery,"                        Rp120.000 
                                    
        ",  Toko Kue," The Padma Resort, Jl. Padma No. 1, Legian, Bali"
"                    -
                ",Sky Lounge- Lorin New Kuta Hotel ,"Lorin New Kuta Hotel, Uluwatu",Kafe,"                        Rp250.000 
                                    
        ",  Kafe," Lorin New Kuta Hotel, Jl. Raya New Kuta, Uluwatu, Bali"
"                    -
                ",Crystal Blue Ocean - Samabe Bali Suites &... ,"Samabe Bali Suites & Villas, Nusa Dua",Casual Dining,"                        Rp350.000 
                                    
        ","  Eropa, Barat, Asia"," Samabe Bali Suites & Villas, Jl. Pura Barong - Barong..."
"                    -
                ",Kecak Cafe ,Ubud,Quick Bites,"                        Rp150.000 
                                    
        ","  Bali, Itali, Amerika, Asia"," Jl. Hanoman No. 21, Ubud, Bali"
"                    -
                ",Batu Bata - Besakih Beach Hotel ,"Besakih Beach Hotel, Sanur",Casual Dining,"                        Rp300.000 
                                    
        ","  Itali, Barat, Indonesia"," Besakih Beach Hotel, Jl. Danau Tamblingan No. 45, Sanur..."
"                    -
                ",Sky Light - Sun Island Hotel ,Legian,Quick Bites,"                        Rp500.000 
                                    
        ","  Asia, Barat, Eropa"," Sun Island Hotel, Jl. Legian, Legian, Bali"
"                    -
                ",Zuri Lounge - Grand Zuri Hotel ,"Grand Zuri Hotel, Kuta",Kafe,"                        Rp250.000 
                                    
        ",  Kafe," Grand Zuri Hotel, Jl. Raya Kuta No. 81, Kuta, Bali"
"                    -
                ",Kedaton ,Denpasar,Casual Dining,"                        Rp150.000 
                                    
        ","  Bali, Jawa"," Jl. Hayam Wuruk No. 95, Denpasar, Bali"
"                    -
                ",Kayun Cafe - Kayun Hostel ,Kuta,Kafe,"                        Rp150.000 
                                    
        ",  Kafe," Kayun Hostel, Jl. Patih Jelantik No. 176, Kuta, Bali"
"                    -
                ",Grand Cafe - Le Grande Bali ,"Le Grande Bali, Uluwatu",Casual Dining,"                        Rp400.000 
                                    
        ","  Kafe, India, Barat"," Le Grande Bali, Jl. Raya Uluwatu, Uluwatu, Bali"
"                    -
                ",Bamboo - Park Regis Kuta ,"Park Regis Kuta, Kuta",Kafe,"                        Rp300.000 
                                    
        ",  Kafe," Park Regis Kuta, Jl. Raya Kuta No. 88, Kuta, Bali"
"                    -
                ",Vignando ,"Bintang Supermarket, Seminyak",Quick Bites,"                        Rp150.000 
                                    
        ",  Itali," Bintang Supermarket, Jl. Raya Seminyak, Seminyak, Bali"
"                    -
                ",Pearl - Bali Hotel Pearl ,Seminyak,Casual Dining,"                        Rp800.000 
                                    
        ",  Perancis," Bali Hotel Pearl, Jl. Double Six, Seminyak, Bali"
"                    -
                ",The Restaurant - The Legian Hotel ,"The Legian Hotel, Seminyak",Quick Bites,"                        Rp500.000 
                                    
        ","  Perancis, Grill House"," The Legian Hotel, Jl. Kayu Aya, Seminyak, Bali"
"                    -
                ",The Bali Bull ,Kuta,Casual Dining,"                        Rp200.000 
                                    
        ","  Itali, Barat"," Jl. Bakung Sari No. 52, Kuta, Bali"
